"StoreNo"|"StoreNickname"|"StreetAddress"|"City"|"StateCode"|"PostalCode"|"CountryName"|"Longitude"|"Latitude"|"PhoneNumber"|"RestaurantEmail"|"SunOpen"|"SunClose"|"MonOpen"|"MonClose"|"TueOpen"|"TueClose"|"WedOpen"|"WedClose"|"ThuOpen"|"ThuClose"|"FriOpen"|"FriClose"|"SatOpen"|"SatClose"|"QSCExceptions"|"Master"|"EntityName"
"2233"|""|"Unit R15c, The Orient, The Trafford Centre"|"MANCHESTER"|"XX"|"M17 8AA"|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2244"|""|"Jl. Buah Batu No. 235, Rt 004 RW 006, Kelurahan Turangga, Kecamatan Lengkong, Kota Bandung"|"KOTA BANDUNG"|"XX"|""|"Indonesia"|"107.629555"|"6.943818"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2256"|""|"377 Hougang Street 32, #01-33 Hougang Rivercourt"|"HOUGANG"|"XX"|"530377"|"Singapore"|"103.89423175791887? E"|"1.3640349850259283? N"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2257"|""|"Antonio Dovali Jaime No. 70, Colonia Zedec Santa Fe, C.P. 01219 Alcaldia Alvaro Obregon"|"MEXICO CITY"|"XX"|""|"Mexico"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2258"|""|"Jl. R.S Veteran No.6 RT 012 RW 003, Kelurahan Bintaro, Kecamatan Pesanggrahan, Kota Jakarta Selatan,"|"JAKARTA"|"XX"|""|"Indonesia"|"106.766061"|"6.263288"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2286"|""|"Av. Sendero No. 130 Norte, Esquina con Alfonso Reyes, Col. Valley del Canada, C.P. 66050, Municipio "|"ESCOBEDO"|"XX"|""|"Mexico"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"2293"|""|"Parque Vertice : Blvrd. Nuevo Hidalgo #2701, Subancla numero 3, Colonia Colonias, CP  42083"|"PACHUCA DE SOTO"|"XX"|"72083"|"Mexico"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7007"|""|"Unit 4, 271 Merton Road"|"LONDON"|"XX"|"SW18 5JS"|"United Kingdom"|"-0.19250"|"51.44692"|"02038159539"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7009"|""|"Unit 17, 50 St Georges Street"|"BIRMINGHAM"|"XX"|"B193QU"|"United Kingdom"|"-1.89386"|"52.49086"|"44 (0) 121 392 7975"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7010"|""|"Unit No.4, Villa No.4, Al Mireef St., Khalifa City ?A?"|"ABU DHABI"|"XX"|""|"United Arab Emirates"|"54.54679"|"24.42474"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7011"|""|"Unit 1, 106 Beddington Lane, Croydon, CR0 4TB"|"CROYDON"|"XX"|"CR0 4TB"|"United Kingdom"|"-0.13116"|"51.37320"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7012"|""|"375 - 342 Hessa Street, Shop #4 (Red Sea Building 2)"|"DUBAI"|"XX"|""|"United Arab Emirates"|"55.22590"|"25.03794"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7013"|""|"59 Jalan Pemimpin, Kitchen 24, #01-03 & #01-04"|"SINGAPORE"|"XX"|"577218"|"Singapore"|"103.84244"|"1.35194"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7015"|""|"Everplate, Tower Athena, Belmont Residence Meruya. Jl. Lapangan Bola Rt8/Rw7, Srengseng Kembangan"|"WEST JAKARTA"|"XX"|"11630"|"Indonesia"|"106.76239"|"-6.20002"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7018"|""|"Unit 10, Foundry Business Park, Ordsall Lane, Salford"|"MANCHESTER"|"XX"|"M5 3AN"|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7019"|""|"Sheikh Rashid Bin Saeed  Street, Al Dhait, Shop No 2"|"RAS AL KHAIMAH"|"XX"|""|"United Arab Emirates"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7020"|""|"Acton Park - Industrial Estate, 88 Stanley Gardens"|"LONDON"|"XX"|"W3 7QE"|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7021"|""|"Central Plaza 2, Al Jurf, Mid Sector"|"AJMAN"|"XX"|""|"United Arab Emirates"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7022"|""|"Everplate Sentra Kramat, Gedung Sentra Kramat, JL. Kramat Raya No. 7-9"|"JAKARTA"|"XX"|"10450"|"Indonesia"|"106.842942? E"|"6.179203? S"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7023"|""|"145 Ormside Street, South Bermondsey"|"LONDON"|"XX"|"SE15 1TF"|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7024"|""|"Calle del Vizconde de Matamala, 5"|"MADRID"|"XX"|""|"Spain"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7025"|""|"P.? De Los Melanc?licos, 5"|"MADRID"|"XX"|"28005"|"Spain"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7026"|""|"Las Tablas Avenida de Manoteras, 224"|"MADRID"|"XX"|"28050"|"Spain"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7027"|""|"1121 Castlefield Avenue"|"YORK"|"XX"|"M6B 1E8"|"Canada"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7028"|""|"Kitchen 7 - Editions Bristol, Unit 1, Glenfrome House"|"BRISTOL"|"XX"|"BS5 6XX"|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7029"|""|"Kitchen 6 Editions Leeds, Unit 1 Scott Hall Mills, Scotthal Street LS7 2HR"|"LEEDS"|"XX"|"LS7 2HR"|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7030"|""|"50 Bukit Batok Street 23 Kitchen 4 #01-14 Midview
Building Singapore 659578"|"PUNGGOL"|"XX"|"659578"|"Singapore"|"103.76066070479988? E"|"1.3399854204884987? N"|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7031"|""|"Phoenix Park, Apsley Way, Unit 2"|"LONDON"|"XX"|""|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"7032"|""|"Unit 3&4, Galaxy, Crescent Court Business Centre"|"CANNING TOWN"|"XX"|"E16 4TG"|"United Kingdom"|""|""|"555-555-5555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
