Address Line 1,Address Line 2,Area Manager,Breakfast,Cakes,City,Concept,Core Menu,Country,DMA Code,DMA Name,District Code,District Name,Drive-thru,Escalation 1,Escalation 2,Franchisee Email,Franchisee Name,Franchisee Phone,Last Modernization Date,Open Date,Region Code,Region Name,Store Email,Store Name,Store Number,Store Phone,Temp Closed,Venue Type,ZIP
Calle 50 #300 con 51 y 53 b frente a la glorieta de la Mestiza Col. Francisco de Montejo,,jorge.bustillos@rmglobalgroup.com.mx,N,Y,FRANCISCO DE MONTEJO,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX15,RM Global,Y,adrian.ramirez@rmglobalgroup.com.mx,daniel.bobadilla@rmglobalgroup.com.mx,ruben.bobadilla@rmglobalgroup.com.mx,RM Global Group S.A De C.V.,0115219999699621,2014-03-26,2014-03-26,MEX,Mexico,dq.fcomontejo@rmglobalgroup.com.mx,FRANCISCO DE MONTEJO,43709,,N,Free-Standing,97203
"Blvd Venustiano Carranza #3222 interior 5, a un lado de zaz multipisos cp 25240",,,N,Y,Saltillo,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX14,Helados Game,Y,dqsaltillo.gerenciagral@gmail.com,,alilu.med@gmail.com,Helados Game S.A. De C.V.,8444853672,2014-03-06,2014-03-06,MEX,Mexico,dqsaltillo.carranza@gmail.com,Carranza,43720,8444150013,N,Free-Standing,25240
"Av. Cantera #9105 Local 1 Plaza Albero Fracc. Misiones C.P. 31115 esquina con Avenida Misión del Bosque, frente a Class Jazz en la Plaza Alberó",,,N,N,Chihuahua,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX05,Delinort,N,,dqdianaparedes@gmail.com,carloslegarreta@dqchih.com,Delinort S A De C V,011526142351303,2014-02-24,2014-02-26,MEX,Mexico,suek_86@hotmail.com,PLAZA ALBERO,43745,0116142351303,N,Strip Center,31115
"Blvd. Luis Donaldo Colosio #352 Esq Monte Coronado Col Lomas del Campestre Aguascalientes, Ags",,gproa@ggef.mx,N,Y,Aguascalientes,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2014-04-11,MEX,Mexico,jzayas@ggef.mx,ASCALIENTES NORTE,43792,011526622566334,N,Free-Standing,20120
Av. Pablo Livas #7601 Local 44. Col. 3 caminos,,Mauriciom@leva.mx,N,Y,Monterrey,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX13,Leva Negocios,N,refugio@leva.mx,,raul@leva.mx,"Leva Negocios & Franquicias, S.A. De C.V.",0115218115421515,2014-04-13,2014-04-13,MEX,Mexico,dqsunmall@leva.mx,Sun Mall,43793,82823292,N,Mall - In-line,67190
"CENTRO COMERCIAL ALAMEDA LOCAL B6, AV JUAREZ No. 76 ENTRE BALDERAS Y JOSE AZUETA, COL CENTRO DEL. CUAUHTEMOC",,jcruz@hdgmx.com,N,Y,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2014-04-15,2014-04-15,MEX,Mexico,dqalameda@hdgmx.com,PARQUE ALAMEDA,43794,0115555120106,N,Mall - Food Court,06010
Blvd. Lopez Mateos Esq. San Pedro #2130 Col san Isidro,,lperez@ggef.mx,N,Y,Leon,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2014-05-10,MEX,Mexico,kvillanueva@ggef.mx,LOPEZ MATEOS,43815,011526622566334,N,Free-Standing,37530
"Blvd. Juan Alonso de las Torres #2002. Col. Valle del campestre, Plaza Mayor 115",,amorales@ggef.mx,N,Y,Leon,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2014-06-20,MEX,Mexico,pmorales@ggef.mx,PLAZA MAYOR,43818,011526622566334,N,Strip Center,37150
"Estacionamiento Plaza la Costa, Blvd. Benito Juárez 300 esq. Calle del Roble Colonia, Zona Centro",,,N,Y,Rosarito,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2014-05-24,MEX,Mexico,jcontreras@ggef.mx,ROSARITO,43819,011526622566334,N,Free-Standing,22710
Blvd. Jose Maria Chavez #101 Calle Fray Junipero Serra Fracc. Jardines de la asuncion C.P,,gproa@ggef.mx,N,Y,Aguascalientes,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2014-06-09,MEX,Mexico,acruz@ggef.mx,AGUASCALIENTES SUR,43820,011526622566334,N,Free-Standing,20270
Blvd. Europa No. 28. Fracc. Residencial Monte Magno.  Plaza Monte Magno. Local 40. Zona D,,veronicadiaz@heladosinternacionales.com,N,N,Xalapa,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX08,Helados Internacionales,N,omarhernandez@heladosinternacionales.com,,juliomarquinez@grupoxalapa.com,Helados Internacionales S A De C V,0115212281048181,2014-09-06,2014-09-06,MEX,Mexico,dqmontemagno@heladosinternacionales.com,MONTEMAGNO,43888,0112286883002,N,Mall - In-line,91193
Avenida Nuevo Leon s/n Col. Jardines del Pedregal,,vambriz@ggef.mx,N,Y,TECATE,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2014-08-02,MEX,Mexico,speralta@ggef.mx,TECATE,43891,011526622566334,N,Free-Standing,21460
"Plaza Paseo 2000 # 26135, Col. Ejido Francisco Villa",,mgonzalez@ggef.mx,N,Y,Tijuana,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2014-07-05,MEX,Mexico,ajacobo@ggef.mx,PASEO 2000,43892,011526622566334,N,Free-Standing,22235
"Blvd. Mexico - Laredo #321, Col. Obrera, C.P. 79000",,,N,Y,Ciudad Valles,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX12,Organizacion Rodper,Y,,direccion.operativa.dq@madapal.com,alberto.rodriguez@madapal.com,Organizacion Rodper Sa De Cv,0115214441880971,2014-08-15,2014-08-15,MEX,Mexico,dairyqueen.valles@madapal.com,CD VALLES,43894,0114813821955,N,Free-Standing,79000
"Plaza Sendero Monterrey - Av. La Concordia #800, Isla 24, Col. Ebanos.",,Afredom@leva.mx,N,Y,Monterrey,Dairy Queen Treat,DQ Express,Mexico,2000,INTERNATIONAL ADI,MX13,Leva Negocios,N,refugio@leva.mx,,raul@leva.mx,"Leva Negocios & Franquicias, S.A. De C.V.",0115218115421515,2014-08-30,2014-08-30,MEX,Mexico,dqapodaca@leva.mx,DQ EXPRESS SENDERO,43899,15810721,N,Mall - Kiosk,66612
"Plaza Toscana Av Santa Margarita #3849 loc. 21 , colonia Jardines del valle",,ismael.torres@dequ.mx,N,Y,Guadalajara,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX06,Dequ,Y,,javasmm@yahoo.com.mx,santiago.ochoa@dequ.mx,Dequ S A De C V,0115213316996768,2015-10-25,2015-10-25,MEX,Mexico,dqtoscana@gmail.com,TOSCANA,43900,5213318632111,N,Free-Standing,45019
"Carretera Boca del Río Antón Lizardo No. 4405. Fracc. El Estero. C.P. 94290. Boca del Río, Veracruz.  Plaza El Dorado. Local H-19. Segunda Planta",,rafaelgalan@heladosinternacionales.com,N,N,Veracruz,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX08,Helados Internacionales,N,omarhernandez@heladosinternacionales.com,,juliomarquinez@grupoxalapa.com,Helados Internacionales S A De C V,0115212281048181,2023-04-15,2014-09-14,MEX,Mexico,dqdorado@heladosinternacionales.com,EL DORADO,43966,0112299861759,N,Mall - Kiosk,94290
"Heb Las Puentes - Av. Republica Mexicana #201, Esquina Av. Las Puentes, Colonia Las Puentes 2do Sector",,Christian.lopez@leva.mx,N,Y,Monterrey,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX13,Leva Negocios,Y,refugio@leva.mx,,raul@leva.mx,"Leva Negocios & Franquicias, S.A. De C.V.",0115218115421515,2014-11-09,2014-11-09,MEX,Mexico,dqpuentes@leva.mx,LAS PUENTES,43985,80575334,N,Free-Standing,66460
"Calle constitucion #46 plaza regina loc.6 , entre Ignacio Zaragoza y Blvd 16 de Septiembre",,lizbethluna278@gmail.com,N,Y,Guasave,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX01,Alimentos Selectos,Y,heronernestos@gmail.com,,direcciondq@gmail.com,Alimentos Selectos Congelados S A De C V,0115216677517193,,2014-11-08,MEX,Mexico,dqguasaveoficial@gmail.com,GUASAVE,44019,,N,Free-Standing,81000
Ave. Oscar Perez escoboza #8201 Plaza Sendero Local B26,,aalvarez@ggef.mx,N,Y,Mazatlan,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2014-11-21,MEX,Mexico,agranados@ggef.mx,MAZATLAN SENDERO,44043,011526622566334,N,Mall - In-line,82129
Av. de la Marina #6204 Esquina Av. Delfín Local 195 Plaza Galerias Col. La Marina,,aalvarez@ggef.mx,N,Y,Mazatlan,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2014-12-19,MEX,Mexico,pperez@ggef.mx,MAZATLAN GALERIAS,44071,011526622566334,N,Strip Center,82103
"PLAZA GALERIAS BOULEVARD LOCAL C-5 INT, BLVD. BELISARIO DOMINGUEZ NO. 1861, FRACC. BUGAMBILIAS, TUXTLA GTZ C.P. 29050",,,N,Y,Tuxtla,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,selenef@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2015-01-03,2015-01-03,MEX,Mexico,dqtuxtla1@hdgmx.com,GALERIAS TUXTLA,44080,0119616150270,N,Mall - In-line,29050
Blvd a Zacatecas km5373 Col Trojes de Alonso. Centro comercial ALTARIA modulo k-25 CP,,gproa@ggef.mx,N,N,Aguascalientes,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2021-06-20,2015-01-29,MEX,Mexico,jhernandezs@ggef.mx,ALTARIA,44089,011526622566334,N,Mall - In-line,20116
Ave. Colima y 26 #2509 Col. Jalisco COL. Jalisco,,ynunez@ggef.mx,N,Y,San Luis Rio Colorado,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2015-01-24,MEX,Mexico,jsoto@ggef.mx,San Luis Kiosko,44102,011526622566334,N,Strip Center,83447
Blvd Gómez Morín #1632 Esquina Blvd Ávilas de Irapuato Col. Ejido Irapuato,,lperez@ggef.mx,N,Y,Irapuato,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2015-03-19,MEX,Mexico,mvelazquez@ggef.mx,IRAPUATO,44119,011526622566334,N,Free-Standing,36640
Av. Chapultepec #1200 Local D1-7,Plaza Chapultepec,,N,Y,San Luis Potosi,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX12,Organizacion Rodper,Y,,direccion.operativa.dq@madapal.com,alberto.rodriguez@madapal.com,Organizacion Rodper Sa De Cv,0115214441880971,2015-04-29,2015-04-29,MEX,Mexico,dairyqueen.chapultepec@madapal.com,CHAPULTEPEC,44139,0114441021606,N,Free-Standing,78216
Av. Tecnologico s/n Centro Comercial Espacio Aguascalientes Local C2. Ex. Ejido Ojocaliente,,gproa@ggef.mx,N,Y,Aguascalientes,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2015-04-23,MEX,Mexico,pdiaza@ggef.mx,ADANA,44143,011526622566334,N,Mall - In-line,20196
"Francisco I. Madero #105, Esquina 5 De Mayo,  Centro Historico",,,N,Y,San Luis Potosi,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX12,Organizacion Rodper,N,,direccion.operativa.dq@madapal.com,alberto.rodriguez@madapal.com,Organizacion Rodper Sa De Cv,0115214441880971,2015-06-18,2015-06-18,MEX,Mexico,dairyqueen.centro@madapal.com,CENTRO,44184,0114448126552,N,HIgh Street,78000
Avenida Revolucion #2703 Colonia Ladrillera,,Mauriciom@leva.mx,N,Y,Monterrey,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX13,Leva Negocios,N,refugio@leva.mx,,raul@leva.mx,"Leva Negocios & Franquicias, S.A. De C.V.",0115218115421515,2015-10-01,2015-10-01,MEX,Mexico,dqnuevosur@leva.mx,NUEVO SUR,44185,8121672323,N,Mall - Kiosk,64830
"Calzada Norte, No.7195 Int. 2 Col. Cd. Granja, Zapopan, Jalisco.  ( Centro Comercial Ubika)",Jalisco,jorge.serrano@dequ.mx,N,Y,Guadalajara,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX06,Dequ,N,,javasmm@yahoo.com.mx,santiago.ochoa@dequ.mx,Dequ S A De C V,0115213316996768,2015-08-03,2015-08-03,MEX,Mexico,dqgranja@gmail.com,CD GRANJA,44188,16572841,N,Mall - In-line,45010
"Av. La Rioja #245, Residencial la Rioja",,Mauriciom@leva.mx,N,Y,Monterrrey,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX13,Leva Negocios,N,refugio@leva.mx,,raul@leva.mx,"Leva Negocios & Franquicias, S.A. De C.V.",0115218115421515,2016-02-13,2016-02-13,MEX,Mexico,dqesfera@levaunidad.mx,ESFERA,44207,0118121693769,N,Mall - Kiosk,64985
Blvd. faja de oro #601 local 2 Esq. calle pasajero barrio de San Gonzalo,,lperez@ggef.mx,N,Y,Salamanca,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2015-07-24,MEX,Mexico,nmoralesr@ggef.mx,SALAMANCA,44218,011526622566334,N,Free-Standing,36747
"PLAZA PATIO UNIVERSIDAD No. 546 AV. POPOCATEPEC COL. XOCO ENTRE AV. UNIVERSIDAD y CDA. POPOCATEPETL FRENTE A PLAZA UNIVERSIDAD, DEL. BENITO",,jcruz@hdgmx.com,N,Y,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2015-08-09,2015-08-09,MEX,Mexico,dqpatiouniv@hdgmx.com,PATIO UNIVERSIDAD,44262,0115568438883,N,Mall - Kiosk,03330
"Blvd Alberto Limon Padilla # 17226, Col. Otay Constituyentes",,mgonzalez@ggef.mx,N,N,Tijuana,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2015-10-06,MEX,Mexico,ealarcon@ggef.mx,OTAY,44292,011526622566334,N,Free-Standing,22457
"Blvd Francisco Villarreal #2050 Esq Av. Gomez Morin, Local 15c, Plaza comercial Sendero C.P.",,lpadilla@ggef.mx,N,Y,Ciudad Juarez,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2015-09-20,MEX,Mexico,ejeffery@ggef.mx,SENDERO,44301,011526622566334,N,Mall - In-line,32422
Teofilo Borunda #8681 y paseo de la victoria. Col. Partido iglesias C.P 32610 Centro comercial las Misiones Local 50 y 51 planta alta,,eamaya@ggef.mx,N,Y,Ciudad Juarez,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2015-09-16,MEX,Mexico,gmarin@ggef.mx,MISIONES,44302,011526622566334,N,Mall - In-line,32528
"Ave. Enrique Ramirez Miguel #234, esq. Calle Juan de Medina, Col. La Rinconada",,Afredom@leva.mx,N,Y,Morelia,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2015-11-09,MEX,Mexico,cchora@ggef.mx,MORELIA,44340,011526622566334,N,Free-Standing,58270
"Centro comercial Centromax, Local 43 A, Blvd Adolfo Lopez Mateos 2518 Ote., Col. Jardines del Jerez",,dortiz@ggef.mx,N,Y,Leon,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,,2015-12-23,MEX,Mexico,jmarmolejo@ggef.mx,CENTRO MAX,44341,0115216622566334,N,Strip Center,37530
Andador Guerrero #4 Colinia Centro,,amorales@ggef.mx,N,N,LEON,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2016-02-27,2016-02-27,MEX,Mexico,kgonzalez@ggef.mx,CENTRO,44342,0115216622566334,N,HIgh Street,37000
Feria Yucatan Xmatkuil,Domicilio Conocido Ex Hacienda - Yucatan District,jorge.bustillos@rmglobalgroup.com.mx,N,N,Merida,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX15,RM Global,N,adrian.ramirez@rmglobalgroup.com.mx,daniel.bobadilla@rmglobalgroup.com.mx,ruben.bobadilla@rmglobalgroup.com.mx,RM Global Group S.A De C.V.,0115219999699621,2015-11-13,2015-11-13,MEX,Mexico,mary.ramirez@rmglobalgroup.com.mx,IXMATKUIL,44353,011529992269573,N,Mall - Kiosk,
"AV. CANAL DE TEZONTLE No. 1512 COL. ALFONSO ORTIZ TIRADO, DELG. IZTAPALAPA",,fmontalvo@hdgmx.com,N,Y,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2015-12-16,2015-12-16,MEX,Mexico,dqtezontle@hdgmx.com,PARQUE TEZONTLE,44430,0115591290388,N,Mall - Food Court,09020
"Blvd. Antonio Rosales No. 505 Pte. Esquina con Av. Benito Juárez,Col. Centro",,lizbethluna278@gmail.com,N,Y,Guamuchil,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX01,Alimentos Selectos,Y,heronernestos@gmail.com,,direcciondq@gmail.com,Alimentos Selectos Congelados S A De C V,0115216677517193,,2015-12-09,MEX,Mexico,dqguamuchil10@gmail.com,GUAMUCHIL,44438,5216677517193,N,Free-Standing,81460
"CENTRO COMERCIAL PLAZA ARAGON LOCAL 96, AV. CARLOS HANK GONZALES No. 120 RINCONADA ARAGON, ECATEPEC DE MORELOS DE MÉXICO",,jgonzalez@hdgmx.com,N,Y,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2016-01-16,2016-01-16,MEX,Mexico,dqaragon@hdgmx.com,ARAGON,44450,,N,Mall - In-line,55140
Cachanilla - Blvd. Adolfo Lopez Mateas,Blvd Adolfo mateos S/N Colonia Centro,blizarraga@ggef.mx,N,N,Mexicali,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,ccastellanos@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2016-02-01,2016-02-01,MEX,Mexico,fcastellanos@ggef.mx,CACHANILLA,44453,011526622566334,N,Mall - In-line,21100
"Paseo Constituyentes #1285, El Pueblito, Plaza Constituyentes",,krazo@ggef.mx,N,N,Queretaro,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2016-02-12,2016-02-12,MEX,Mexico,jpuga@ggef.mx,CONSTITUYENTES,44458,011526622566334,N,Mall - In-line,76900
Calle 21 # 202-A X 50 y 52 Col. Ampliacion Miguel Hidalgo,,jorge.bustillos@rmglobalgroup.com.mx,N,Y,MERIDA,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX15,RM Global,Y,adrian.ramirez@rmglobalgroup.com.mx,daniel.bobadilla@rmglobalgroup.com.mx,ruben.bobadilla@rmglobalgroup.com.mx,RM Global Group S.A De C.V.,0115219999699621,2016-03-06,2016-03-06,MEX,Mexico,dq.dorada@rmglobalgroup.com.mx,DORADA,44460,9999457176,N,Free-Standing,97220
"Blv Costero Miguel de la Madrid 325, Local K-15 Col. Playa Azul.",,edgar.deluna@operadora-colima.com,N,Y,MANZANILLO,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX10,Franquicias Del Puerto S.A. DE C.V.,N,,jesus.orozco@operadora-colima.com,juan.orozco@operadora-colima.com,Franquicias Del Puerto S.A. DE C.V.,0115213121395022,2016-04-15,2016-04-15,MEX,Mexico,dq.bahia@operadora-colima.com,PUNTO BAHIA,44461,011013146881227,N,Mall - Kiosk,28218
Plaza Galerías Celaya Avenida a Eje Nororiente #200 Las Compuertas del Campestre,,dortiz@ggef.mx,N,N,CELAYA,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2016-03-09,2016-03-09,MEX,Mexico,rsilva@ggef.mx,CELAYA GALERIAS,44462,011526622566334,N,Mall - In-line,38080
Carretera Victoria – Monterrey # 2520 Localidad Benito Juárez,,areli@grupokuale.com.mx,N,N,Victoria,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX09,Helados Mafis,Y,marco@grupokuale.com.mx,manuelr@grupokuale.com.mx,gda@grupokuale.com.mx,Helados Mafis S A De C V,0115218331102412,2016-06-16,2016-06-16,MEX,Mexico,dqvictoriatam@gmail.com,CD VICTORIA,44465,0118343053638,N,Free-Standing,87028
Centro Comercial “Centro 55” Paseo de la República s/n. Col. Jurica,,krazo@ggef.mx,N,N,QUERETARO,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2016-06-01,2016-06-01,MEX,Mexico,amireles@ggef.mx,JURICA,44513,011526622566334,N,Free-Standing,76160
"Av. 39 Poniente #3915, La Providencia, Centro Comercial Galería Las Animas",,ssanchez@ggef.mx,N,Y,PUEBLA,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,N,rvarela@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2016-06-18,2016-06-18,MEX,Mexico,khernandez@ggef.mx,TRIANGULO,44515,011526622566334,N,Mall - In-line,72400
"blvd Antonio quiroga #176 entre perimetral y navojoa , colonia internacional",,lramos@ggef.mx,N,Y,HERMOSILLO,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,ilopez@ggef.mx,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2016-07-15,2016-07-15,MEX,Mexico,aaramburo@ggef.mx,QUIROGA,44517,011526621365258,N,Free-Standing,83170
Blvd. Francisco García Salinas S/N entre Sicomoro y Almendros. Col. Arboledas,,,N,Y,GUADALUPE,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX03,DAQU DE,Y,,mvarela@ggef.mx,bsantos@ggef.mx,Daqu De Sonora S A De Cv,0115216622566334,2016-06-29,2016-06-29,MEX,Mexico,anieves@ggef.mx,ZACATECAS,44518,011524929232598,N,Free-Standing,98608
Local A-214 Eje 1 Poniente Vallejo No. 1090 (entre poniente 122 y poniente 128) Col. Santa Cruz de las Salinas Del. Azcapotzalco,,jgonzalez@hdgmx.com,N,N,Mexico City,Dairy Queen Treat,DQ Soft Serve,Mexico,2000,INTERNATIONAL ADI,MX11,Adsur S.A. de C.V.,N,jsantiago@hdgmx.com,,andrei@hdgmx.com,Adsur S.A. de C.V.,0115215554052949,2016-07-02,2016-07-02,MEX,Mexico,dqvallejo@hdgmx.com,VIA VALLEJO,44549,0115591307011,N,Mall - In-line,02340
